epoch,filename,path,source,train_loss,test_loss,train_accuracy,test_accuracy,param_norm,coord_mode,input_projection_mode,p,K,d_mlp,ell_global,ell_neuron,ell_abs,ell_global_norm,ell_neuron_norm,ell_abs_norm,sum_alpha2beta2,coherence_in_mean,coherence_out_mean,coherence_mean,coherence_in_weighted,coherence_out_weighted,coherence_joint_weighted,H_in,H_out,top1_in,top2_in,top1_out,top2_out,param_norm_model
8600,8600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/8600.pth,numbered,1.5268573406501673e-05,0.5126491785049438,1.0,0.8721804511278195,50.65799740561198,decoded,direct_vocab,23,11,512,0.10704055428504944,0.5542266368865967,0.5542266368865967,0.19073814153671265,0.9875897765159607,0.9875897765159607,0.5611911416053772,0.043817538768053055,0.02637256309390068,0.03509505093097687,0.04410677030682564,0.026237498968839645,0.03530574217438698,2.395571708679199,2.3955938816070557,0.10072129964828491,0.19574642181396484,0.09870439022779465,0.19568359851837158,50.65861514180917
8800,8800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/8800.pth,numbered,1.3455181942845229e-05,0.484774649143219,1.0,0.8872180451127819,50.761172566699756,decoded,direct_vocab,23,11,512,0.1041618138551712,0.5590264797210693,0.5590264797210693,0.18408054113388062,0.987942636013031,0.987942636013031,0.5658491253852844,0.043628036975860596,0.026275567710399628,0.03495180234313011,0.04392916336655617,0.026142971590161324,0.035170506685972214,2.3955776691436768,2.3956003189086914,0.10071446746587753,0.19568036496639252,0.0986848846077919,0.19563715159893036,50.761582729954355
9000,9000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/9000.pth,numbered,1.2094832527509425e-05,0.4589672386646271,1.0,0.9022556390977443,50.82669680286967,decoded,direct_vocab,23,11,512,0.1019497886300087,0.5622075796127319,0.5622075796127319,0.17921486496925354,0.9882899522781372,0.9882899522781372,0.5688690543174744,0.04338987171649933,0.026173340156674385,0.03478160500526428,0.04370501637458801,0.02604118175804615,0.03500942513346672,2.395582914352417,2.395608425140381,0.10069795697927475,0.19560852646827698,0.09866562485694885,0.19558902084827423,50.826936179611
9200,9200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/9200.pth,numbered,1.1070731488871388e-05,0.4346175789833069,1.0,0.9022556390977443,50.860335904073956,decoded,direct_vocab,23,11,512,0.10125571489334106,0.5640000104904175,0.5640000104904175,0.1774914711713791,0.9886374473571777,0.9886374473571777,0.5704821348190308,0.043146077543497086,0.026075439527630806,0.03461075946688652,0.04347473010420799,0.025943128392100334,0.03484839200973511,2.3955886363983154,2.395617723464966,0.10068026930093765,0.19552958011627197,0.09864620864391327,0.19553905725479126,50.860443057141666
9400,9400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/9400.pth,numbered,1.028474434860982e-05,0.41191408038139343,1.0,0.9172932330827067,50.8675545468831,decoded,direct_vocab,23,11,512,0.10071194171905518,0.5646248459815979,0.5646248459815979,0.1764020025730133,0.9889686107635498,0.9889686107635498,0.5709229111671448,0.042861614376306534,0.02597922645509243,0.03442041948437691,0.04320355877280235,0.02584637887775898,0.03466776758432388,2.3955960273742676,2.39562726020813,0.10066284239292145,0.1954650729894638,0.09862522780895233,0.19548696279525757,50.86754206699494
9600,9600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/9600.pth,numbered,9.684190445113927e-06,0.390755832195282,1.0,0.9323308270676691,50.85376451275614,decoded,direct_vocab,23,11,512,0.10133612155914307,0.5643267631530762,0.5643267631530762,0.17764858901500702,0.9893002510070801,0.9893002510070801,0.5704302191734314,0.042549457401037216,0.025872914120554924,0.034211184829473495,0.04290506988763809,0.02574148215353489,0.034471869468688965,2.395604372024536,2.3956382274627686,0.1006353572010994,0.19538305699825287,0.09860396385192871,0.19543464481830597,50.853647911033626
9800,9800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/9800.pth,numbered,9.223314009432215e-06,0.3714299499988556,1.0,0.9323308270676691,50.823423709086335,decoded,direct_vocab,23,11,512,0.10116593539714813,0.5632899403572083,0.5632899403572083,0.17773370444774628,0.9896177649497986,0.9896177649497986,0.5691995024681091,0.04228707402944565,0.025778375566005707,0.03403272479772568,0.042657867074012756,0.02564847841858864,0.034307144582271576,2.3956165313720703,2.3956499099731445,0.10060717165470123,0.1953175663948059,0.09858202934265137,0.19538170099258423,50.82323744945564
10000,10000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/10000.pth,numbered,8.86358247953467e-06,0.3534916043281555,1.0,0.9473684210526315,50.78002586080015,decoded,direct_vocab,23,11,512,0.10234028100967407,0.5616728663444519,0.5616728663444519,0.18036963045597076,0.9899203181266785,0.9899203181266785,0.5673919916152954,0.04203995317220688,0.025686968117952347,0.03386346250772476,0.04242529720067978,0.025559185072779655,0.03415179252624512,2.395627498626709,2.3956618309020996,0.1005823016166687,0.19525741040706635,0.09855848550796509,0.195328488945961,50.779792046378425
10200,10200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/10200.pth,numbered,8.584827810409479e-06,0.33691659569740295,1.0,0.9473684210526315,50.727246363464545,decoded,direct_vocab,23,11,512,0.10561525821685791,0.5596376061439514,0.5596376061439514,0.1868724524974823,0.9902058839797974,0.9902058839797974,0.5651729702949524,0.041759561747312546,0.025590579956769943,0.033675070852041245,0.042158812284469604,0.025462964549660683,0.033974893391132355,2.395639657974243,2.395674228668213,0.10056190192699432,0.19520294666290283,0.09853307902812958,0.19527363777160645,50.72696497510902
10400,10400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/10400.pth,numbered,8.35815353639191e-06,0.32204869389533997,1.0,0.9624060150375939,50.668498421475384,decoded,direct_vocab,23,11,512,0.11013869941234589,0.5573310256004333,0.5573310256004333,0.19573509693145752,0.9904714822769165,0.9904714822769165,0.5626926422119141,0.04149475321173668,0.02552894316613674,0.033511847257614136,0.041906554251909256,0.025401262566447258,0.033821623772382736,2.3956587314605713,2.3956871032714844,0.1005270779132843,0.19513581693172455,0.0985051766037941,0.1952168196439743,50.668189042626885
10600,10600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/10600.pth,numbered,8.182350939023308e-06,0.30804136395454407,1.0,0.9624060150375939,50.60409872765174,decoded,direct_vocab,23,11,512,0.11354176700115204,0.5547804236412048,0.5547804236412048,0.202762171626091,0.9907234311103821,0.9907234311103821,0.5599750876426697,0.04124745354056358,0.025446869432926178,0.03334715962409973,0.04167044907808304,0.02531999535858631,0.033665936440229416,2.395677089691162,2.395700454711914,0.1004892885684967,0.19507023692131042,0.09847734868526459,0.1951608955860138,50.60377520926366
10800,10800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/10800.pth,numbered,8.050198630371597e-06,0.29509833455085754,1.0,0.9624060150375939,50.53761935303862,decoded,direct_vocab,23,11,512,0.1168096587061882,0.5521382093429565,0.5521382093429565,0.2096463441848755,0.9909604787826538,0.9909604787826538,0.557174801826477,0.0409831628203392,0.02535722218453884,0.0331701934337616,0.04141467809677124,0.02522929012775421,0.033493999391794205,2.395695447921753,2.395714282989502,0.10045330971479416,0.19501014053821564,0.09844831377267838,0.19510401785373688,50.53728657124732
11000,11000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/11000.pth,numbered,7.943032869661693e-06,0.2832886576652527,1.0,0.9624060150375939,50.47090654998709,decoded,direct_vocab,23,11,512,0.12150205671787262,0.5494794249534607,0.5494794249534607,0.21917252242565155,0.9911831617355347,0.9911831617355347,0.554367184638977,0.04068782925605774,0.025273935869336128,0.03298088163137436,0.041127391159534454,0.02514704130589962,0.03331213444471359,2.3957161903381348,2.39572811126709,0.10041344910860062,0.19494149088859558,0.09841964393854141,0.1950484812259674,50.47056885267393
11200,11200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/11200.pth,numbered,7.854529030737467e-06,0.2725088596343994,1.0,0.9624060150375939,50.40309087667155,decoded,direct_vocab,23,11,512,0.12810195982456207,0.5467737913131714,0.5467737913131714,0.2322709709405899,0.9913952946662903,0.9913952946662903,0.5515194535255432,0.040370311588048935,0.02520275115966797,0.0327865332365036,0.040818069130182266,0.025073179975152016,0.03312218189239502,2.3957347869873047,2.3957417011260986,0.1003722995519638,0.1948852390050888,0.09838905930519104,0.19499310851097107,50.402757744802514
11400,11400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/11400.pth,numbered,7.775659469189122e-06,0.26241984963417053,1.0,0.9624060150375939,50.33479717881368,decoded,direct_vocab,23,11,512,0.1327197551727295,0.5440454483032227,0.5440454483032227,0.24189889430999756,0.9915931224822998,0.9915931224822998,0.5486579537391663,0.04006850719451904,0.02513723261654377,0.03260286897420883,0.0405220203101635,0.025007707998156548,0.03294388949871063,2.3957533836364746,2.3957550525665283,0.10032158344984055,0.19482068717479706,0.09835847467184067,0.1949373483657837,50.334458765917134
11600,11600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/11600.pth,numbered,7.717258995398879e-06,0.252620667219162,1.0,0.9624060150375939,50.268203612739406,decoded,direct_vocab,23,11,512,0.13598744571208954,0.5413935780525208,0.5413935780525208,0.24911436438560486,0.9917747974395752,0.9917747974395752,0.5458835959434509,0.039800044149160385,0.025059057399630547,0.03242954984307289,0.040260352194309235,0.024930687621235847,0.03277710825204849,2.3957679271698,2.395768880844116,0.10029276460409164,0.19478952884674072,0.09832804650068283,0.19488227367401123,50.26787131676405
11800,11800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/11800.pth,numbered,7.67662004363956e-06,0.24351724982261658,1.0,0.9624060150375939,50.20320238138247,decoded,direct_vocab,23,11,512,0.1394791603088379,0.5388090014457703,0.5388090014457703,0.25678062438964844,0.9919454455375671,0.9919454455375671,0.5431841015815735,0.03953783959150314,0.025006121024489403,0.03227198123931885,0.04000473767518997,0.02487979643046856,0.032626695930957794,2.395780324935913,2.395781993865967,0.1002771332859993,0.1947755664587021,0.09829837083816528,0.19482997059822083,50.20288184659447
12000,12000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/12000.pth,numbered,7.634475878148805e-06,0.23506435751914978,1.0,0.9624060150375939,50.14031723220071,decoded,direct_vocab,23,11,512,0.14315322041511536,0.5363145470619202,0.5363145470619202,0.26481398940086365,0.9921090006828308,0.9921090006828308,0.5405802726745605,0.03930644690990448,0.024928051978349686,0.032117247581481934,0.03977983444929123,0.024800844490528107,0.03247600048780441,2.395792245864868,2.395794630050659,0.100267693400383,0.19476331770420074,0.09826968610286713,0.1947796642780304,50.14001392195409
12200,12200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/12200.pth,numbered,7.604975508002099e-06,0.22717759013175964,1.0,0.9624060150375939,50.07962599896876,decoded,direct_vocab,23,11,512,0.14629065990447998,0.5339081287384033,0.5339081287384033,0.27187931537628174,0.9922614097595215,0.9922614097595215,0.5380720496177673,0.03910954296588898,0.024859052151441574,0.031984299421310425,0.03958960995078087,0.024733325466513634,0.032349880784749985,2.3958053588867188,2.395806312561035,0.10026180744171143,0.19475996494293213,0.09824144840240479,0.1947321742773056,50.079323064841965
12400,12400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/12400.pth,numbered,7.568249657197157e-06,0.21981948614120483,1.0,0.9624060150375939,50.02027716720997,decoded,direct_vocab,23,11,512,0.1492692083120346,0.5315606594085693,0.5315606594085693,0.2786804735660553,0.9924054741859436,0.9924054741859436,0.5356284976005554,0.03893677517771721,0.024804532527923584,0.031870655715465546,0.03942381590604782,0.024679753929376602,0.03224258869886398,2.395817518234253,2.3958182334899902,0.10025784373283386,0.19475457072257996,0.09821394830942154,0.19468551874160767,50.01998013879991
12600,12600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/12600.pth,numbered,7.547478162450716e-06,0.2131037414073944,1.0,0.9624060150375939,49.963462398344774,decoded,direct_vocab,23,11,512,0.1524328589439392,0.5293164253234863,0.5293164253234863,0.28583213686943054,0.9925395846366882,0.9925395846366882,0.5332950353622437,0.03876129537820816,0.02476099692285061,0.03176114708185196,0.03925234451889992,0.02463536523282528,0.03213527798652649,2.395829200744629,2.395829439163208,0.10025402158498764,0.19475416839122772,0.0981869176030159,0.19464057683944702,49.96318713172104
12800,12800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/12800.pth,numbered,7.518880465795519e-06,0.2067623883485794,1.0,0.9624060150375939,49.90842244251845,decoded,direct_vocab,23,11,512,0.15574868023395538,0.5271429419517517,0.5271429419517517,0.29329127073287964,0.9926660060882568,0.9926660060882568,0.5310375690460205,0.03856402263045311,0.02470300905406475,0.031633514910936356,0.03905755281448364,0.024576982483267784,0.03200879320502281,2.395840644836426,2.395840644836426,0.10024629533290863,0.19475305080413818,0.09816080331802368,0.19459649920463562,49.9081480540753
13000,13000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/13000.pth,numbered,7.503226242988603e-06,0.2009802609682083,1.0,0.9624060150375939,49.855467378778066,decoded,direct_vocab,23,11,512,0.15749137103557587,0.5250582695007324,0.5250582695007324,0.2977868914604187,0.9927875399589539,0.9927875399589539,0.5288727283477783,0.03838932141661644,0.02467775158584118,0.031533535569906235,0.03888395056128502,0.02454928308725357,0.03190657123923302,2.395853042602539,2.3958513736724854,0.10023797303438187,0.19474342465400696,0.09813512861728668,0.19455209374427795,49.85520783275179
13200,13200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/13200.pth,numbered,7.478843599528773e-06,0.1957402527332306,1.0,0.9624060150375939,49.804616799384426,decoded,direct_vocab,23,11,512,0.1578914076089859,0.5230606198310852,0.5230606198310852,0.29971936345100403,0.9929064512252808,0.9929064512252808,0.5267974734306335,0.03822777047753334,0.024659590795636177,0.03144368156790733,0.03872155398130417,0.02452925220131874,0.03181328624486923,2.3958663940429688,2.395862102508545,0.10022009164094925,0.19472044706344604,0.09811104834079742,0.19450989365577698,49.80437561176854
13400,13400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/13400.pth,numbered,7.470414857380092e-06,0.19081488251686096,1.0,0.9624060150375939,49.75630889217904,decoded,direct_vocab,23,11,512,0.15744809806346893,0.5211653709411621,0.5211653709411621,0.2999984323978424,0.9930179715156555,0.9930179715156555,0.5248297452926636,0.0380808487534523,0.024631213396787643,0.03135602921247482,0.038573868572711945,0.02449849247932434,0.03172152861952782,2.395878791809082,2.3958725929260254,0.10020262002944946,0.19470715522766113,0.09808885306119919,0.1944693922996521,49.75607370077735
13600,13600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/13600.pth,numbered,7.449342319887364e-06,0.18616047501564026,1.0,0.9624060150375939,49.709881110342074,decoded,direct_vocab,23,11,512,0.15543770790100098,0.5193464159965515,0.5193464159965515,0.29723697900772095,0.9931243062019348,0.9931243062019348,0.5229420065879822,0.03792840614914894,0.024589765816926956,0.03125908598303795,0.03842007741332054,0.02445577271282673,0.03162088245153427,2.395890474319458,2.3958828449249268,0.10019001364707947,0.19469350576400757,0.09806717187166214,0.194430410861969,49.70964767794703
13800,13800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/13800.pth,numbered,7.4261629379179794e-06,0.1817483901977539,1.0,0.9624060150375939,49.66459106994179,decoded,direct_vocab,23,11,512,0.1525854468345642,0.5175743699073792,0.5175743699073792,0.2928105294704437,0.9932219982147217,0.9932219982147217,0.5211064219474792,0.0377948135137558,0.024552440270781517,0.031173627823591232,0.03828293830156326,0.024416793137788773,0.03152931481599808,2.3959007263183594,2.39589262008667,0.10017874836921692,0.19468718767166138,0.09804581105709076,0.19439247250556946,49.66436420881299
14000,14000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/14000.pth,numbered,7.413820185320219e-06,0.17767374217510223,1.0,0.9624060150375939,49.621147491089246,decoded,direct_vocab,23,11,512,0.1484573483467102,0.5158789157867432,0.5158789157867432,0.28585124015808105,0.9933130741119385,0.9933130741119385,0.5193517804145813,0.03769310563802719,0.024523258209228516,0.031108181923627853,0.03817683830857277,0.024386463686823845,0.03145717829465866,2.39591121673584,2.395902633666992,0.10017091035842896,0.19468136131763458,0.09802564233541489,0.19435663521289825,49.62094353304233
14200,14200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/14200.pth,numbered,7.394856311293552e-06,0.17381533980369568,1.0,0.9624060150375939,49.57967372609136,decoded,direct_vocab,23,11,512,0.14427019655704498,0.5142607092857361,0.5142607092857361,0.27868661284446716,0.9933969378471375,0.9933969378471375,0.51767897605896,0.0375949963927269,0.024491768330335617,0.031043382361531258,0.03807475417852402,0.024354612454771996,0.03138689324259758,2.395921230316162,2.395911693572998,0.10016172379255295,0.19467589259147644,0.09800732135772705,0.19432377815246582,49.57947179466014
14400,14400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/14400.pth,numbered,7.377396741503617e-06,0.1700739860534668,1.0,0.9624060150375939,49.53916337012864,decoded,direct_vocab,23,11,512,0.1399914026260376,0.5126805305480957,0.5126805305480957,0.2712753415107727,0.9934722781181335,0.9934722781181335,0.5160491466522217,0.03747617080807686,0.024456040933728218,0.030966106802225113,0.037951357662677765,0.024317888543009758,0.03130325302481651,2.3959288597106934,2.395920991897583,0.10014545172452927,0.19468027353286743,0.0979902371764183,0.19429315626621246,49.53896331897499
14600,14600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/14600.pth,numbered,7.3686660471139476e-06,0.16666986048221588,1.0,0.9624060150375939,49.500741517384064,decoded,direct_vocab,23,11,512,0.135027214884758,0.5111861824989319,0.5111861824989319,0.26243966817855835,0.9935443997383118,0.9935443997383118,0.5145076513290405,0.03736244887113571,0.024471981450915337,0.0309172160923481,0.03783200681209564,0.024331850931048393,0.031246650964021683,2.395937919616699,2.395930051803589,0.10012269765138626,0.19468805193901062,0.09797382354736328,0.19426384568214417,49.50055116288795
14800,14800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/14800.pth,numbered,7.3533137765480205e-06,0.16357560455799103,1.0,0.9774436090225563,49.46384009437464,decoded,direct_vocab,23,11,512,0.12939901649951935,0.5097519159317017,0.5097519159317017,0.2522256672382355,0.9936127662658691,0.9936127662658691,0.5130287408828735,0.03723898157477379,0.024488992989063263,0.030863987281918526,0.03770510479807854,0.024347690865397453,0.031188111752271652,2.3959462642669678,2.3959386348724365,0.10010482370853424,0.19469588994979858,0.09795749932527542,0.19423484802246094,49.4636565602716
15000,15000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/15000.pth,numbered,7.344282948906766e-06,0.16060560941696167,1.0,0.9774436090225563,49.42818225809031,decoded,direct_vocab,23,11,512,0.12381654977798462,0.5083699226379395,0.5083699226379395,0.24201618134975433,0.9936777353286743,0.9936777353286743,0.5116044282913208,0.037106361240148544,0.024502011016011238,0.030804187059402466,0.03756796941161156,0.024359574541449547,0.03112175688147545,2.3959529399871826,2.395946979522705,0.10008342564105988,0.19470444321632385,0.0979430302977562,0.1942075937986374,49.428013717314826
15200,15200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/15200.pth,numbered,7.328027095354628e-06,0.15793097019195557,1.0,0.9774436090225563,49.39409529462421,decoded,direct_vocab,23,11,512,0.118590347468853,0.5070533752441406,0.5070533752441406,0.23241755366325378,0.9937411546707153,0.9937411546707153,0.5102469325065613,0.036950960755348206,0.024522293359041214,0.03073662705719471,0.037407755851745605,0.02437855862081051,0.031047025695443153,2.3959569931030273,2.3959548473358154,0.10007531940937042,0.19472482800483704,0.09792943298816681,0.19418126344680786,49.393936736487454
15400,15400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/15400.pth,numbered,7.312975412787637e-06,0.1555364578962326,1.0,0.9774436090225563,49.36113928505014,decoded,direct_vocab,23,11,512,0.11480958014726639,0.5057826638221741,0.5057826638221741,0.22558727860450745,0.9938032627105713,0.9938032627105713,0.5089364051818848,0.036802683025598526,0.024534087628126144,0.030668385326862335,0.037255898118019104,0.0243874192237854,0.030971666797995567,2.395960807800293,2.395962715148926,0.10006244480609894,0.19474554061889648,0.09791669994592667,0.19415485858917236,49.36098001110037
15600,15600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/15600.pth,numbered,7.299128355953144e-06,0.15322692692279816,1.0,0.9774436090225563,49.32892826096609,decoded,direct_vocab,23,11,512,0.10970043390989304,0.5045434832572937,0.5045434832572937,0.21609149873256683,0.9938662052154541,0.9938662052154541,0.5076573491096497,0.03668719902634621,0.024523794651031494,0.03060549683868885,0.03713878244161606,0.024374280124902725,0.03090357407927513,2.395962715148926,2.395970582962036,0.10005141794681549,0.19477126002311707,0.09790500998497009,0.1941293179988861,49.32877583115154
15800,15800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/15800.pth,numbered,7.279259989445563e-06,0.1510729193687439,1.0,0.9774436090225563,49.2974932766388,decoded,direct_vocab,23,11,512,0.10351633280515671,0.5033379793167114,0.5033379793167114,0.20441092550754547,0.9939280152320862,0.9939280152320862,0.506412923336029,0.03654620423913002,0.024510830640792847,0.030528517439961433,0.036996375769376755,0.024359313771128654,0.030822603031992912,2.395965337753296,2.39597749710083,0.10003887116909027,0.19479413330554962,0.09789421409368515,0.19410577416419983,49.29734052870525
16000,16000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/16000.pth,numbered,7.268121862580301e-06,0.14899255335330963,1.0,0.9774436090225563,49.26722071312457,decoded,direct_vocab,23,11,512,0.09688916802406311,0.5021790862083435,0.5021790862083435,0.19177766144275665,0.9939886331558228,0.9939886331558228,0.505216121673584,0.036403294652700424,0.024479299783706665,0.030441297218203545,0.03685153275728226,0.024326281622052193,0.03073151782155037,2.3959689140319824,2.3959851264953613,0.10002583265304565,0.194810152053833,0.0978841483592987,0.19408324360847473,49.26707449104574
16200,16200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/16200.pth,numbered,7.255177479237318e-06,0.14704862236976624,1.0,0.9774436090225563,49.23763620300051,decoded,direct_vocab,23,11,512,0.0916033536195755,0.5010498762130737,0.5010498762130737,0.18173444271087646,0.9940467476844788,0.9940467476844788,0.504050612449646,0.036265548318624496,0.024452628567814827,0.030359089374542236,0.03671325743198395,0.024298671633005142,0.03064682148396969,2.3959696292877197,2.3959922790527344,0.10002049803733826,0.19483312964439392,0.09787532687187195,0.19406136870384216,49.237488992287425
16400,16400.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/16400.pth,numbered,7.2407283369102515e-06,0.14517509937286377,1.0,0.9774436090225563,49.209325225475645,decoded,direct_vocab,23,11,512,0.08662750571966171,0.49997377395629883,0.49997377395629883,0.17224253714084625,0.9941039681434631,0.9941039681434631,0.5029391050338745,0.036118507385253906,0.024428708478808403,0.03027360886335373,0.036567434668540955,0.024273492395877838,0.03056035190820694,2.395969867706299,2.3959999084472656,0.10001441836357117,0.1948561668395996,0.09786685556173325,0.19404049217700958,49.20919178023617
16600,16600.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/16600.pth,numbered,7.227783953567268e-06,0.1435115784406662,1.0,0.9774436090225563,49.18208119018842,decoded,direct_vocab,23,11,512,0.0813891589641571,0.49893665313720703,0.49893665313720703,0.1621723622083664,0.9941586256027222,0.9941586256027222,0.5018682479858398,0.03597383201122284,0.024425828829407692,0.03019982948899269,0.036424919962882996,0.02426752634346485,0.030485017225146294,2.395970582962036,2.3960065841674805,0.10000354796648026,0.1948726326227188,0.09785930067300797,0.1940210461616516,49.18194432371434
16800,16800.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/16800.pth,numbered,7.212732271000277e-06,0.14195892214775085,1.0,0.9774436090225563,49.15537974602707,decoded,direct_vocab,23,11,512,0.07418018579483032,0.4979214370250702,0.4979214370250702,0.1481173187494278,0.9942114353179932,0.9942114353179932,0.5008204579353333,0.03580687195062637,0.024422762915492058,0.03011481836438179,0.03625946491956711,0.02426232397556305,0.030399154871702194,2.3959708213806152,2.3960132598876953,0.09998840093612671,0.19488359987735748,0.09785322099924088,0.1940031349658966,49.15524921501899
17000,17000.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/17000.pth,numbered,7.1988847594184335e-06,0.14053630828857422,1.0,0.9774436090225563,49.129480591425725,decoded,direct_vocab,23,11,512,0.06730387359857559,0.4969399571418762,0.4969399571418762,0.1346597969532013,0.9942641854286194,0.9942641854286194,0.4998067617416382,0.035646017640829086,0.024408113211393356,0.03002706542611122,0.03610006347298622,0.024245485663414,0.030310356989502907,2.3959710597991943,2.396019697189331,0.0999709963798523,0.19489622116088867,0.09784793853759766,0.19398632645606995,49.12935209530742
17200,17200.pth,/content/modular-addition-feature-learning/src/saved_models/p_23_dmlp_512_ReLU_random_scale_0.1_decay_2.0_08180102/17200.pth,numbered,7.19075706001604e-06,0.1391454041004181,1.0,0.9774436090225563,49.104353687580485,decoded,direct_vocab,23,11,512,0.058829810470342636,0.4959874451160431,0.4959874451160431,0.11793714761734009,0.9943147301673889,0.9943147301673889,0.4988234043121338,0.0354841910302639,0.024383824318647385,0.029934007674455643,0.035938624292612076,0.024219736456871033,0.030215729027986526,2.3959712982177734,2.396026372909546,0.0999584048986435,0.19491425156593323,0.09784268587827682,0.19396953284740448,49.10423682554032
